energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-4.53526763,1.17428884,0.22732290,0.25321688,0.01438128,0.08562231,0.07022725,0.54681519
-4.52926463,1.19486989,0.22915270,0.25800060,0.01518786,0.08757031,0.07171704,0.55456005
-4.52326163,1.21065924,0.22989638,0.26190875,0.01594505,0.08908241,0.07287905,0.56000302
-4.51725863,1.22114706,0.22949413,0.26481820,0.01664233,0.09011560,0.07367856,0.56294409
-4.51125563,1.22591958,0.22790653,0.26662335,0.01727012,0.09063615,0.07408776,0.56322730
-4.50525263,1.22467409,0.22511698,0.26723958,0.01782006,0.09062089,0.07408678,0.56074696
-4.49924962,1.21723089,0.22113320,0.26660617,0.01828536,0.09005797,0.07366441,0.55545253
-4.49324662,1.20354137,0.21598806,0.26468849,0.01866109,0.08894742,0.07281861,0.54735162
-4.48724362,1.18369209,0.20973938,0.26147949,0.01894447,0.08730113,0.07155671,0.53651118
-4.48124062,1.15790448,0.20246887,0.25700030,0.01913513,0.08514258,0.06989535,0.52305665
-4.47523762,1.12653033,0.19428019,0.25129997,0.01923532,0.08250606,0.06786010,0.50716924
-4.46923462,1.09004336,0.18529629,0.24445437,0.01925011,0.07943560,0.06548478,0.48908145
-4.46323162,1.04902710,0.17565605,0.23656432,0.01918752,0.07598357,0.06281065,0.46907102
-4.45722861,1.00416003,0.16551053,0.22775300,0.01905858,0.07220905,0.05988525,0.44745373
-4.45122561,0.95619843,0.15501889,0.21816286,0.01887744,0.06817605,0.05676125,0.42457527
-4.44522261,0.90595782,0.14434431,0.20795196,0.01866124,0.06395169,0.05349509,0.40080268
-4.43921961,0.85429389,0.13364993,0.19729019,0.01843014,0.05960432,0.05014574,0.37651565
-4.43321661,0.80208357,0.12309516,0.18635523,0.01820709,0.05520183,0.04677338,0.35209811
-4.42721361,0.75020702,0.11283238,0.17532861,0.01801765,0.05081001,0.04343820,0.32793034
-4.42121061,0.69953098,0.10300425,0.16439183,0.01788967,0.04649128,0.04019938,0.30438196
-4.41520760,0.65089414,0.09374151,0.15372278,0.01785293,0.04230354,0.03711420,0.28180586
-4.40920460,0.60509458,0.08516164,0.14349250,0.01793871,0.03829942,0.03423726,0.26053323
-4.40320160,0.56287952,0.07736801,0.13386227,0.01817917,0.03452579,0.03161999,0.24086983
-4.39719860,0.52493731,0.07044969,0.12498115,0.01860677,0.03102356,0.02931025,0.22309319
-4.39119560,0.49189151,0.06448187,0.11698401,0.01925354,0.02782779,0.02735208,0.20745093
-4.38519260,0.46429682,0.05952661,0.10998985,0.02015028,0.02496802,0.02578555,0.19415986
-4.37918959,0.44263638,0.05563400,0.10410067,0.02132563,0.02246880,0.02464674,0.18340575
-4.37318659,0.42732032,0.05284350,0.09940057,0.02280523,0.02035036,0.02396765,0.17534362
-4.36718359,0.41868494,0.05118536,0.09595525,0.02461066,0.01862936,0.02377615,0.17009820
-4.36118059,0.41699232,0.05068203,0.09381178,0.02675852,0.01731969,0.02409592,0.16776464
-4.35517759,0.42243002,0.05134941,0.09299860,0.02925942,0.01643321,0.02494620,0.16840904
-4.34917459,0.43511069,0.05319792,0.09352572,0.03211712,0.01598041,0.02634151,0.17206893
-4.34317159,0.45507140,0.05623323,0.09538519,0.03532770,0.01597094,0.02829126,0.17875347
-4.33716858,0.48227280,0.06045675,0.09855161,0.03887889,0.01641402,0.03079920,0.18844347
-4.33116558,0.51659802,0.06586567,0.10298295,0.04274961,0.01731852,0.03386285,0.20109110
-4.32516258,0.55785164,0.07245275,0.10862145,0.04690970,0.01869299,0.03747283,0.21661959
-4.31915958,0.60575876,0.08020576,0.11539472,0.05131997,0.02054538,0.04161219,0.23492276
-4.31315658,0.65996465,0.08910663,0.12321699,0.05593246,0.02288255,0.04625579,0.25586466
-4.30715358,0.72003510,0.09913044,0.13199058,0.06069108,0.02570961,0.05136975,0.27927946
