energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
2.86043022,0.69083236,0.10114272,0.21480143,0.00124282,0.07397011,0.09563255,0.09003145,0.19383030,0.00000000
2.86643322,0.69712570,0.10239949,0.21609220,0.00144406,0.07351237,0.10049813,0.08884872,0.19652753,0.00000000
2.87243622,0.70985957,0.10469463,0.21932903,0.00166993,0.07369771,0.10663885,0.08843857,0.20112993,0.00000000
2.87843922,0.72914672,0.10802728,0.22456600,0.00192035,0.07453527,0.11407248,0.08882002,0.20766508,0.00000000
2.88444222,0.75491960,0.11236926,0.23180235,0.00219486,0.07601541,0.12278702,0.08998990,0.21610826,0.00000000
2.89044522,0.78692389,0.11766442,0.24098003,0.00249244,0.07810950,0.13273861,0.09192250,0.22638071,0.00000000
2.89644822,0.82471767,0.12382894,0.25198297,0.00281150,0.08077023,0.14385018,0.09456972,0.23834943,0.00000000
2.90245123,0.86767645,0.13075242,0.26463805,0.00314984,0.08393255,0.15601103,0.09786212,0.25182870,0.00000000
2.90845423,0.91500413,0.13829996,0.27871796,0.00350458,0.08751518,0.16907742,0.10171044,0.26658328,0.00000000
2.91445723,0.96574979,0.14631505,0.29394580,0.00387219,0.09142265,0.18287415,0.10600792,0.28233334,0.00000000
2.92046023,1.01883003,0.15462325,0.31000150,0.00424847,0.09554784,0.19719741,0.11063309,0.29876101,0.00000000
2.92646323,1.07305638,0.16303665,0.32652970,0.00462865,0.09977495,0.21181858,0.11545316,0.31551840,0.00000000
2.93246623,1.12716703,0.17135888,0.34314918,0.00500744,0.10398277,0.22648934,0.12032769,0.33223697,0.00000000
2.93846923,1.17986203,0.17939059,0.35946338,0.00537912,0.10804817,0.24094758,0.12511270,0.34853800,0.00000000
2.94447224,1.22984087,0.18693522,0.37507169,0.00573769,0.11184975,0.25492434,0.12966486,0.36404371,0.00000000
2.95047524,1.27584115,0.19380490,0.38958134,0.00607704,0.11527142,0.26815135,0.13384574,0.37838890,0.00000000
2.95647824,1.31667694,0.19982616,0.40261920,0.00639107,0.11820588,0.28036900,0.13752595,0.39123251,0.00000000
2.96248124,1.35127560,0.20484537,0.41384329,0.00667391,0.12055780,0.29133452,0.14058901,0.40226876,0.00000000
2.96848424,1.37871137,0.20873361,0.42295347,0.00692010,0.12224661,0.30082992,0.14293481,0.41123748,0.00000000
2.97448724,1.39823463,0.21139085,0.42970086,0.00712471,0.12320881,0.30866954,0.14448257,0.41793313,0.00000000
2.98049025,1.40929550,0.21274910,0.43389564,0.00728358,0.12339964,0.31470668,0.14517312,0.42221223,0.00000000
2.98649325,1.41156083,0.21277468,0.43541298,0.00739340,0.12279419,0.31883923,0.14497046,0.42399876,0.00000000
2.99249625,1.40492394,0.21146922,0.43419670,0.00745187,0.12138769,0.32101387,0.14386255,0.42328746,0.00000000
2.99849925,1.38950653,0.20886951,0.43026064,0.00745775,0.11919522,0.32122869,0.14186122,0.42014464,0.00000000
3.00450225,1.36565293,0.20504618,0.42368764,0.00741090,0.11625070,0.31953404,0.13900135,0.41470664,0.00000000
3.01050525,1.33391669,0.20010121,0.41462613,0.00731233,0.11260523,0.31603166,0.13533926,0.40717586,0.00000000
3.01650825,1.29504033,0.19416446,0.40328455,0.00716412,0.10832497,0.31087184,0.13095037,0.39781450,0.00000000
3.02251126,1.24992895,0.18738922,0.38992383,0.00696939,0.10348853,0.30424899,0.12592636,0.38693632,0.00000000
3.02851426,1.19961902,0.17994717,0.37484823,0.00673215,0.09818408,0.29639555,0.12037182,0.37489651,0.00000000
3.03451726,1.14524343,0.17202273,0.35839494,0.00645723,0.09250627,0.28757454,0.11440061,0.36208037,0.00000000
3.04052026,1.08799442,0.16380715,0.34092286,0.00615005,0.08655310,0.27807109,0.10813204,0.34889082,0.00000000
3.04652326,1.02908574,0.15549255,0.32280107,0.00581654,0.08042290,0.26818317,0.10168706,0.33573551,0.00000000
3.05252626,0.96971549,0.14726609,0.30439727,0.00546288,0.07421150,0.25821194,0.09518459,0.32301380,0.00000000
3.05852926,0.91103104,0.13930447,0.28606689,0.00509541,0.06800962,0.24845205,0.08873809,0.31110411,0.00000000
3.06453227,0.85409705,0.13176897,0.26814291,0.00472040,0.06190080,0.23918227,0.08245250,0.30035200,0.00000000
3.07053527,0.79986778,0.12480114,0.25092705,0.00434395,0.05595960,0.23065681,0.07642170,0.29105948,0.00000000
3.07653827,0.74916429,0.11851929,0.23468229,0.00397182,0.05025035,0.22309757,0.07072640,0.28347578,0.00000000
3.08254127,0.70265710,0.11301581,0.21962717,0.00360939,0.04482638,0.21668765,0.06543267,0.27778983,0.00000000
3.08854427,0.66085471,0.10835548,0.20593171,0.00326154,0.03972964,0.21156635,0.06059103,0.27412483,0.00000000
3.09454727,0.62409783,0.10457462,0.19371526,0.00293265,0.03499082,0.20782576,0.05623609,0.27253486,0.00000000
3.10055028,0.59255936,0.10168121,0.18304602,0.00262654,0.03062977,0.20550902,0.05238668,0.27300378,0.00000000
3.10655328,0.56624969,0.09965589,0.17394229,0.00234655,0.02665629,0.20461048,0.04904659,0.27544634,0.00000000
3.11255628,0.54502682,0.09845374,0.16637518,0.00209555,0.02307112,0.20507741,0.04620561,0.27971151,0.00000000
3.11855928,0.52861082,0.09800685,0.16027275,0.00187598,0.01986710,0.20681352,0.04384098,0.28558787,0.00000000
3.12456228,0.51660174,0.09822750,0.15552523,0.00168999,0.01703051,0.20968383,0.04191913,0.29281099,0.00000000
3.13056528,0.50850039,0.09901184,0.15199113,0.00153947,0.01454233,0.21352101,0.04039762,0.30107239,0.00000000
3.13656828,0.50373108,0.10024403,0.14950398,0.00142616,0.01237961,0.21813262,0.03922716,0.31003004,0.00000000
3.14257129,0.50166558,0.10180061,0.14787954,0.00135177,0.01051665,0.22330923,0.03835379,0.31931979,0.00000000
3.14857429,0.50164743,0.10355508,0.14692307,0.00131801,0.00892627,0.22883303,0.03772095,0.32856759,0.00000000
3.15457729,0.50301603,0.10538246,0.14643654,0.00132673,0.00758073,0.23448648,0.03727154,0.33740195,0.00000000
3.16058029,0.50512950,0.10716372,0.14622553,0.00137992,0.00645272,0.24006094,0.03694983,0.34546630,0.00000000
3.16658329,0.50738601,0.10879007,0.14610563,0.00147979,0.00551610,0.24536464,0.03670316,0.35243077,0.00000000
3.17258629,0.50924268,0.11016683,0.14590815,0.00162878,0.00474651,0.25022992,0.03648353,0.35800301,0.00000000
3.17858929,0.51023193,0.11121690,0.14548497,0.00182956,0.00412189,0.25451947,0.03624888,0.36193773,0.00000000
3.18459230,0.50997464,0.11188376,0.14471255,0.00208502,0.00362285,0.25813112,0.03596406,0.36404456,0.00000000
3.19059530,0.50819002,0.11213382,0.14349483,0.00239827,0.00323295,0.26100135,0.03560169,0.36419399,0.00000000
3.19659830,0.50470216,0.11195825,0.14176516,0.00277253,0.00293887,0.26310720,0.03514259,0.36232128,0.00000000
3.20260130,0.49944305,0.11137414,0.13948723,0.00321117,0.00273060,0.26446662,0.03457603,0.35842819,0.00000000
3.20860430,0.49245242,0.11042509,0.13665491,0.00371759,0.00260142,0.26513740,0.03389972,0.35258258,0.00000000
3.21460730,0.48387455,0.10918119,0.13329129,0.00429519,0.00254802,0.26521464,0.03311958,0.34491588,0.00000000
3.22061031,0.47395233,0.10773845,0.12944681,0.00494733,0.00257044,0.26482716,0.03224928,0.33561879,0.00000000
3.22661331,0.46301911,0.10621775,0.12519678,0.00567734,0.00267209,0.26413283,0.03130965,0.32493521,0.00000000
3.23261631,0.45148864,0.10476339,0.12063829,0.00648842,0.00285971,0.26331335,0.03032793,0.31315497,0.00000000
3.23861931,0.43984361,0.10354113,0.11588676,0.00738373,0.00314328,0.26256853,0.02933692,0.30060541,0.00000000
3.24462231,0.42862329,0.10273599,0.11107220,0.00836638,0.00353595,0.26211047,0.02837411,0.28764244,0.00000000
3.25062531,0.41841054,0.10254962,0.10633534,0.00943947,0.00405392,0.26215785,0.02748066,0.27464116,0.00000000
3.25662831,0.40981858,0.10319743,0.10182379,0.01060616,0.00471623,0.26293056,0.02670048,0.26198654,0.00000000
3.26263132,0.40347779,0.10490528,0.09768829,0.01186969,0.00554454,0.26464478,0.02607921,0.25006434,0.00000000
3.26863432,0.40002266,0.10790585,0.09407907,0.01323348,0.00656277,0.26750859,0.02566329,0.23925247,0.00000000
3.27463732,0.40007895,0.11243457,0.09114252,0.01470110,0.00779671,0.27171822,0.02549895,0.22991296,0.00000000
3.28064032,0.40425104,0.11872506,0.08901804,0.01627633,0.00927344,0.27745480,0.02563132,0.22238472,0.00000000
3.28664332,0.41310949,0.12700408,0.08783515,0.01796306,0.01102070,0.28488158,0.02610345,0.21697691,0.00000000
3.29264632,0.42717865,0.13748587,0.08771088,0.01976519,0.01306609,0.29414142,0.02695540,0.21396319,0.00000000
3.29864932,0.44692418,0.15036604,0.08874733,0.02168646,0.01543617,0.30535451,0.02822331,0.21357657,0.00000000
3.30465233,0.47274065,0.16581487,0.09102946,0.02373017,0.01815543,0.31861604,0.02993844,0.21600493,0.00000000
3.31065533,0.50493901,0.18397027,0.09462307,0.02589890,0.02124522,0.33399382,0.03212627,0.22138720,0.00000000
3.31665833,0.54373426,0.20493049,0.09957298,0.02819402,0.02472255,0.35152565,0.03480555,0.22981003,0.00000000
3.32266133,0.58923350,0.22874683,0.10590135,0.03061528,0.02859895,0.37121649,0.03798742,0.24130508,0.00000000
3.32866433,0.64142473,0.25541661,0.11360628,0.03316029,0.03287928,0.39303552,0.04167460,0.25584695,0.00000000
3.33466733,0.70016695,0.28487686,0.12266072,0.03582397,0.03756074,0.41691302,0.04586061,0.27335170,0.00000000
3.34067034,0.76518224,0.31699889,0.13301166,0.03859808,0.04263192,0.44273757,0.05052920,0.29367631,0.00000000
3.34667334,0.83605029,0.35158444,0.14457983,0.04147073,0.04807214,0.47035352,0.05565389,0.31661895,0.00000000
3.35267634,0.91220631,0.38836360,0.15725988,0.04442606,0.05385103,0.49955930,0.06119782,0.34192053,0.00000000
3.35867934,0.99294273,0.42699489,0.17092123,0.04744397,0.05992844,0.53010665,0.06711378,0.36926731,0.00000000
3.36468234,1.07741547,0.46706789,0.18540949,0.05050008,0.06625475,0.56170130,0.07334461,0.39829509,0.00000000
3.37068534,1.16465489,0.50810857,0.20054875,0.05356588,0.07277149,0.59400512,0.07982390,0.42859474,0.00000000
3.37668834,1.25358180,0.54958737,0.21614455,0.05660901,0.07941243,0.62664022,0.08647705,0.45971929,0.00000000
3.38269135,1.34302828,0.59092994,0.23198749,0.05959390,0.08610502,0.65919484,0.09322264,0.49119249,0.00000000
3.38869435,1.43176292,0.63153046,0.24785765,0.06248245,0.09277214,0.69123108,0.09997411,0.52251854,0.00000000
3.39469735,1.51851983,0.67076696,0.26352942,0.06523508,0.09933417,0.72229442,0.10664173,0.55319304,0.00000000
3.40070035,1.60203047,0.70801826,0.27877681,0.06781180,0.10571121,0.75192463,0.11313476,0.58271461,0.00000000
3.40670335,1.68105692,0.74268174,0.29337883,0.07017344,0.11182539,0.77966764,0.11936367,0.61059685,0.00000000
3.41270635,1.75442540,0.77419129,0.30712501,0.07228292,0.11760321,0.80508806,0.12524244,0.63638025,0.00000000
3.41870935,1.82105854,0.80203464,0.31982053,0.07410654,0.12297761,0.82778149,0.13069080,0.65964362,0.00000000
3.42471236,1.88000468,0.82576904,0.33129097,0.07561514,0.12789000,0.84738633,0.13563622,0.68001437,0.00000000
3.43071536,1.93046319,0.84503489,0.34138636,0.07678513,0.13229168,0.86359426,0.14001573,0.69717751,0.00000000
3.43671836,1.97180428,0.85956628,0.34998429,0.07759937,0.13614506,0.87615901,0.14377733,0.71088269,0.00000000
3.44272136,2.00358249,0.86919809,0.35699215,0.07804769,0.13942423,0.88490282,0.14688102,0.72094928,0.00000000
3.44872436,2.02554340,0.87386937,0.36234818,0.07812725,0.14211505,0.88972042,0.14929936,0.72726901,0.00000000
3.45472736,2.03762304,0.87362261,0.36602148,0.07784249,0.14421474,0.89058031,0.15101763,0.72980641,0.00000000
3.46073037,2.03994056,0.86859923,0.36801094,0.07720487,0.14573092,0.88752317,0.15203344,0.72859682,0.00000000
3.46673337,2.03278440,0.85903137,0.36834317,0.07623228,0.14668033,0.88065780,0.15235604,0.72374235,0.00000000
3.47273637,2.01659317,0.84523062,0.36706970,0.07494818,0.14708708,0.87015466,0.15200519,0.71540591,0.00000000
3.47873937,1.99193223,0.82757416,0.36426345,0.07338061,0.14698083,0.85623758,0.15100977,0.70380386,0.00000000
3.48474237,1.95946748,0.80648929,0.36001486,0.07156104,0.14639478,0.83917399,0.14940624,0.68919739,0.00000000
3.49074537,1.91993790,0.78243696,0.35442781,0.06952311,0.14536373,0.81926446,0.14723695,0.67188346,0.00000000
3.49674837,1.87412820,0.75589531,0.34761562,0.06730143,0.14392231,0.79683194,0.14454850,0.65218545,0.00000000
3.50275138,1.82284320,0.72734398,0.33969728,0.06493040,0.14210351,0.77221137,0.14139017,0.63044405,0.00000000
3.50875438,1.76688484,0.69724986,0.33079409,0.06244319,0.13993746,0.74574015,0.13781249,0.60700883,0.00000000
3.51475738,1.70703313,0.66605497,0.32102687,0.05987086,0.13745080,0.71774987,0.13386608,0.58223068,0.00000000
3.52076038,1.64403137,0.63416686,0.31051390,0.05724168,0.13466630,0.68855959,0.12960071,0.55645539,0.00000000
3.52676338,1.57857607,0.60195170,0.29936936,0.05458072,0.13160308,0.65847092,0.12506470,0.53001852,0.00000000
3.53276638,1.51131158,0.56973032,0.28770262,0.05190958,0.12827711,0.62776484,0.12030446,0.50324156,0.00000000
3.53876938,1.44282904,0.53777689,0.27561802,0.04924640,0.12470215,0.59670026,0.11536446,0.47642930,0.00000000
3.54477239,1.37366899,0.50632014,0.26321515,0.04660605,0.12089081,0.56551408,0.11028728,0.44986840,0.00000000
3.55077539,1.30432704,0.47554669,0.25058959,0.04400044,0.11685592,0.53442264,0.10511383,0.42382681,0.00000000
3.55677839,1.23526151,0.44560597,0.23783381,0.04143897,0.11261180,0.50362398,0.09988373,0.39855399,0.00000000
3.56278139,1.16690222,0.41661635,0.22503819,0.03892906,0.10817550,0.47330084,0.09463568,0.37428152,0.00000000
3.56878439,1.09965942,0.38867187,0.21229205,0.03647666,0.10356798,0.44362391,0.08940786,0.35122407,0.00000000
3.57478739,1.03393208,0.36184907,0.19968450,0.03408683,0.09881490,0.41475502,0.08423817,0.32958027,0.00000000
3.58079040,0.97011488,0.33621356,0.18730504,0.03176416,0.09394719,0.38685004,0.07916450,0.30953346,0.00000000
3.58679340,0.90860324,0.31182594,0.17524388,0.02951324,0.08900133,0.36006127,0.07422476,0.29125210,0.00000000
3.59279640,0.84979626,0.28874672,0.16359195,0.02733897,0.08401912,0.33453909,0.06945683,0.27488979,0.00000000
3.59879940,0.79409729,0.26704026,0.15244045,0.02524675,0.07904731,0.31043295,0.06489829,0.26058469,0.00000000
3.60480240,0.74191219,0.24677743,0.14188024,0.02324265,0.07413674,0.28789153,0.06058613,0.24845863,0.00000000
3.61080540,0.69364557,0.22803716,0.13200082,0.02133341,0.06934130,0.26706213,0.05655619,0.23861558,0.00000000
3.61680840,0.64969516,0.21090685,0.12288910,0.01952640,0.06471670,0.24808941,0.05284269,0.23113995,0.00000000
3.62281141,0.61044481,0.19548178,0.11462806,0.01782951,0.06031903,0.23111362,0.04947749,0.22609450,0.00000000
3.62881441,0.57625649,0.18186371,0.10729520,0.01625097,0.05620328,0.21626825,0.04648954,0.22351815,0.00000000
3.63481741,0.54746169,0.17015868,0.10096099,0.01479919,0.05242184,0.20367742,0.04390415,0.22342390,0.00000000
3.64082041,0.52435265,0.16047440,0.09568735,0.01348250,0.04902306,0.19345306,0.04174238,0.22579675,0.00000000
3.64682341,0.50717372,0.15291707,0.09152616,0.01230899,0.04604984,0.18569190,0.04002049,0.23059209,0.00000000
3.65282641,0.49611321,0.14758803,0.08851779,0.01128625,0.04353848,0.18047247,0.03874943,0.23773433,0.00000000
3.65882941,0.49129586,0.14458011,0.08668987,0.01042124,0.04151756,0.17785210,0.03793442,0.24711619,0.00000000
3.66483242,0.49277619,0.14397392,0.08605606,0.00972004,0.04000713,0.17786407,0.03757464,0.25859846,0.00000000
3.67083542,0.50053280,0.14583399,0.08661515,0.00918772,0.03901801,0.18051478,0.03766298,0.27201055,0.00000000
3.67683842,0.51446384,0.15020499,0.08835014,0.00882817,0.03855140,0.18578132,0.03818597,0.28715156,0.00000000
3.68284142,0.53438360,0.15710787,0.09122770,0.00864395,0.03859866,0.19360911,0.03912376,0.30379221,0.00000000
3.68884442,0.56002049,0.16653622,0.09519777,0.00863612,0.03914133,0.20391006,0.04045020,0.32167734,0.00000000
3.69484742,0.59101642,0.17845280,0.10019345,0.00880411,0.04015142,0.21656107,0.04213307,0.34052919,0.00000000
3.70085043,0.62692785,0.19278640,0.10613118,0.00914552,0.04159189,0.23140310,0.04413439,0.36005117,0.00000000
3.70685343,0.66722858,0.20942924,0.11291131,0.00965600,0.04341739,0.24824099,0.04641090,0.37993241,0.00000000
3.71285643,0.71131458,0.22823493,0.12041905,0.01032911,0.04557526,0.26684402,0.04891460,0.39985263,0.00000000
3.71885943,0.75851096,0.24901742,0.12852584,0.01115612,0.04800673,0.28694745,0.05159348,0.41948763,0.00000000
3.72486243,0.80808131,0.27155095,0.13709121,0.01212597,0.05064833,0.30825508,0.05439233,0.43851505,0.00000000
3.73086543,0.85923946,0.29557122,0.14596512,0.01322515,0.05343354,0.33044304,0.05725376,0.45662050,0.00000000
3.73686843,0.91116375,0.32077807,0.15499079,0.01443773,0.05629462,0.35316469,0.06011922,0.47350377,0.00000000
3.74287144,0.96301370,0.34683967,0.16400802,0.01574539,0.05916452,0.37605682,0.06293029,0.48888522,0.00000000
3.74887444,1.01394882,0.37339832,0.17285683,0.01712756,0.06197894,0.39874690,0.06562994,0.50251199,0.00000000
3.75487744,1.06314929,0.40007786,0.18138156,0.01856168,0.06467840,0.42086144,0.06816391,0.51416411,0.00000000
3.76088044,1.10983798,0.42649264,0.18943502,0.02002351,0.06721026,0.44203507,0.07048212,0.52366009,0.00000000
3.76688344,1.15330303,0.45225769,0.19688282,0.02148755,0.06953069,0.46192025,0.07254006,0.53086213,0.00000000
3.77288644,1.19292048,0.47700003,0.20360760,0.02292760,0.07160636,0.48019714,0.07430012,0.53568046,0.00000000
3.77888944,1.22817570,0.50037054,0.20951294,0.02431735,0.07341593,0.49658328,0.07573280,0.53807686,0.00000000
3.78489245,1.25868301,0.52205603,0.21452682,0.02563103,0.07495124,0.51084275,0.07681776,0.53806709,0.00000000
3.79089545,1.28420229,0.54179100,0.21860456,0.02684411,0.07621799,0.52279427,0.07754469,0.53572213,0.00000000
3.79689845,1.30465181,0.55936846,0.22173080,0.02793407,0.07723603,0.53231783,0.07791384,0.53116805,0.00000000
3.80290145,1.32011629,0.57464935,0.22392072,0.02888098,0.07803920,0.53935962,0.07793633,0.52458454,0.00000000
3.80890445,1.33084971,0.58756992,0.22522009,0.02966824,0.07867454,0.54393468,0.07763408,0.51620198,0.00000000
3.81490745,1.33727219,0.59814673,0.22570434,0.03028305,0.07920113,0.54612728,0.07703949,0.50629705,0.00000000
3.82091046,1.33996083,0.60647872,0.22547647,0.03071687,0.07968833,0.54608874,0.07619463,0.49518718,0.00000000
3.82691346,1.33963450,0.61274624,0.22466391,0.03096566,0.08021365,0.54403274,0.07515029,0.48322360,0.00000000
3.83291646,1.33713282,0.61720681,0.22341442,0.03103005,0.08086026,0.54022808,0.07396464,0.47078362,0.00000000
3.83891946,1.33339002,0.62018761,0.22189114,0.03091524,0.08171416,0.53498933,0.07270166,0.45826198,0.00000000
3.84492246,1.32940442,0.62207492,0.22026703,0.03063083,0.08286122,0.52866548,0.07142938,0.44606185,0.00000000
3.85092546,1.32620468,0.62330080,0.21871883,0.03019038,0.08438412,0.52162710,0.07021801,0.43458553,0.00000000
3.85692846,1.32481401,0.62432753,0.21742081,0.02961089,0.08635932,0.51425258,0.06913801,0.42422531,0.00000000
3.86293147,1.32621371,0.62563019,0.21653866,0.02891215,0.08885420,0.50691386,0.06825810,0.41535464,0.00000000
3.86893447,1.33130745,0.62767838,0.21622354,0.02811595,0.09192445,0.49996241,0.06764343,0.40831997,0.00000000
3.87493747,1.34088775,0.63091747,0.21660679,0.02724531,0.09561182,0.49371595,0.06735379,0.40343331,0.00000000
3.88094047,1.35560589,0.63575041,0.21779524,0.02632357,0.09994232,0.48844650,0.06744204,0.40096581,0.00000000
3.88694347,1.37594645,0.64252062,0.21986756,0.02537362,0.10492489,0.48437027,0.06795269,0.40114238,0.00000000
3.89294647,1.40220741,0.65149693,0.22287153,0.02441707,0.11055065,0.48163980,0.06892082,0.40413732,0.00000000
3.89894947,1.43448664,0.66286092,0.22682244,0.02347361,0.11679272,0.48033872,0.07037111,0.41007113,0.00000000
3.90495248,1.47267503,0.67669738,0.23170270,0.02256037,0.12360655,0.48047919,0.07231725,0.41900820,0.00000000
3.91095548,1.51645657,0.69298817,0.23746241,0.02169147,0.13093084,0.48200233,0.07476152,0.43095547,0.00000000
3.91695848,1.56531519,0.71160988,0.24402114,0.02087778,0.13868891,0.48478130,0.07769466,0.44586189,0.00000000
3.92296148,1.61854793,0.73233511,0.25127051,0.02012666,0.14679047,0.48862708,0.08109591,0.46361858,0.00000000
3.92896448,1.67528389,0.75483770,0.25907765,0.01944205,0.15513382,0.49329658,0.08493333,0.48405962,0.00000000
3.93496748,1.73450809,0.77870134,0.26728923,0.01882453,0.16360814,0.49850261,0.08916422,0.50696337,0.00000000
3.94097049,1.79508925,0.80343148,0.27573596,0.01827163,0.17209610,0.50392537,0.09373583,0.53205448,0.00000000
3.94697349,1.85581056,0.82846997,0.28423740,0.01777819,0.18047644,0.50922492,0.09858609,0.55900637,0.00000000
3.95297649,1.91540220,0.85321195,0.29260681,0.01733681,0.18862658,0.51405403,0.10364462,0.58744449,0.00000000
3.95897949,1.97257465,0.87702425,0.30065600,0.01693837,0.19642509,0.51807093,0.10883385,0.61695038,0.00000000
3.96498249,2.02605174,0.89926485,0.30819996,0.01657256,0.20375412,0.52095148,0.11407026,0.64706667,0.00000000
3.97098549,2.07460254,0.91930244,0.31506118,0.01622846,0.21050151,0.52240018,0.11926582,0.67730319,0.00000000
3.97698849,2.11707126,0.93653564,0.32107362,0.01589503,0.21656280,0.52215984,0.12432953,0.70714426,0.00000000
3.98299150,2.15240443,0.95041109,0.32608618,0.01556166,0.22184293,0.52001938,0.12916918,0.73605726,0.00000000
3.98899450,2.17967498,0.96043986,0.32996572,0.01521856,0.22625776,0.51581969,0.13369314,0.76350254,0.00000000
3.99499750,2.19810264,0.96621166,0.33259957,0.01485716,0.22973536,0.50945737,0.13781237,0.78894453,0.00000000
4.00100050,2.20707042,0.96740636,0.33389751,0.01447035,0.23221705,0.50088637,0.14144237,0.81186380,0.00000000
4.00700350,2.20613707,0.96380261,0.33379326,0.01405272,0.23365831,0.49011756,0.14450531,0.83177006,0.00000000
4.01300650,2.19504527,0.95528322,0.33224554,0.01360067,0.23402945,0.47721638,0.14693201,0.84821540,0.00000000
4.01900950,2.17372572,0.94183724,0.32923856,0.01311240,0.23331616,0.46229882,0.14866392,0.86080759,0.00000000
4.02501251,2.14229704,0.92355879,0.32478211,0.01258791,0.23151979,0.44552593,0.14965490,0.86922269,0.00000000
4.03101551,2.10106168,0.90064277,0.31891125,0.01202883,0.22865755,0.42709727,0.14987277,0.87321665,0.00000000
4.03701851,2.05049801,0.87337764,0.31168545,0.01143830,0.22476245,0.40724350,0.14930057,0.87263516,0.00000000
4.04302151,1.99124874,0.84213567,0.30318742,0.01082070,0.21988298,0.38621853,0.14793743,0.86742123,0.00000000
4.04902451,1.92410607,0.80736104,0.29352144,0.01018145,0.21408262,0.36429153,0.14579905,0.85762023,0.00000000
4.05502751,1.84999382,0.76955634,0.28281134,0.00952669,0.20743901,0.34173904,0.14291765,0.84338178,0.00000000
4.06103052,1.76994697,0.72926790,0.27119806,0.00886304,0.20004288,0.31883755,0.13934148,0.82495843,0.00000000
4.06703352,1.68508910,0.68707058,0.25883687,0.00819732,0.19199659,0.29585660,0.13513383,0.80270098,0.00000000
4.07303652,1.59660819,0.64355249,0.24589431,0.00753632,0.18341248,0.27305281,0.13037156,0.77705051,0.00000000
4.07903952,1.50573141,0.59930023,0.23254480,0.00688654,0.17441085,0.25066472,0.12514315,0.74852733,0.00000000
4.08504252,1.41369945,0.55488503,0.21896718,0.00625404,0.16511775,0.22890872,0.11954647,0.71771724,0.00000000
4.09104552,1.32174104,0.51085030,0.20534101,0.00564425,0.15566249,0.20797594,0.11368617,0.68525555,0.00000000
4.09704852,1.23104830,0.46770083,0.19184297,0.00506188,0.14617513,0.18803023,0.10767091,0.65180943,0.00000000
4.10305153,1.14275354,0.42589389,0.17864328,0.00451079,0.13678374,0.16920710,0.10161045,0.61805930,0.00000000
4.10905453,1.05790795,0.38583241,0.16590229,0.00399404,0.12761186,0.15161355,0.09561278,0.58467983,0.00000000
4.11505753,0.97746287,0.34786029,0.15376737,0.00351379,0.11877587,0.13532878,0.08978132,0.55232134,0.00000000
4.12106053,0.90225398,0.31225975,0.14237012,0.00307138,0.11038271,0.12040551,0.08421227,0.52159213,0.00000000
4.12706353,0.83298862,0.27925067,0.13182405,0.00266737,0.10252775,0.10687196,0.07899230,0.49304248,0.00000000
4.13306653,0.77023670,0.24899172,0.12222269,0.00230161,0.09529302,0.09473428,0.07419656,0.46715059,0.00000000
4.13906953,0.71442518,0.22158304,0.11363831,0.00197334,0.08874588,0.08397928,0.06988709,0.44431115,0.00000000
4.14507254,0.66583611,0.19707016,0.10612115,0.00168126,0.08293801,0.07457740,0.06611161,0.42482660,0.00000000
4.15107554,0.62460831,0.17544897,0.09969926,0.00142366,0.07790500,0.06648585,0.06290289,0.40890141,0.00000000
4.15707854,0.59074234,0.15667138,0.09437883,0.00119854,0.07366626,0.05965170,0.06027849,0.39663945,0.00000000
4.16308154,0.56410873,0.14065143,0.09014518,0.00100366,0.07022551,0.05401500,0.05824095,0.38804442,0.00000000
4.16908454,0.54445890,0.12727155,0.08696417,0.00083670,0.06757158,0.04951172,0.05677850,0.38302317,0.00000000
4.17508754,0.53143863,0.11638885,0.08478405,0.00069528,0.06567972,0.04607656,0.05586603,0.38139185,0.00000000
4.18109055,0.52460356,0.10784111,0.08353774,0.00057711,0.06451315,0.04364551,0.05546651,0.38288447,0.00000000
4.18709355,0.52343623,0.10145248,0.08314540,0.00048001,0.06402496,0.04215815,0.05553268,0.38716366,0.00000000
4.19309655,0.52736421,0.09703874,0.08351718,0.00040199,0.06416011,0.04155968,0.05600886,0.39383313,0.00000000
4.19909955,0.53577882,0.09441201,0.08455622,0.00034129,0.06485771,0.04180261,0.05683309,0.40245144,0.00000000
4.20510255,0.54805382,0.09338495,0.08616157,0.00029640,0.06605319,0.04284805,0.05793921,0.41254666,0.00000000
4.21110555,0.56356361,0.09377438,0.08823113,0.00026614,0.06768054,0.04466665,0.05925900,0.42363132,0.00000000
4.21710855,0.58170033,0.09540445,0.09066448,0.00024964,0.06967442,0.04723908,0.06072429,0.43521724,0.00000000
4.22311156,0.60188942,0.09810920,0.09336542,0.00024637,0.07197205,0.05055610,0.06226894,0.44682976,0.00000000
4.22911456,0.62360303,0.10173473,0.09624426,0.00025615,0.07451492,0.05461809,0.06383060,0.45802085,0.00000000
4.23511756,0.64637096,0.10614086,0.09921974,0.00027917,0.07725011,0.05943413,0.06535226,0.46838079,0.00000000
4.24112056,0.66978876,0.11120238,0.10222051,0.00031596,0.08013143,0.06502050,0.06678354,0.47754785,0.00000000
4.24712356,0.69352269,0.11680988,0.10518613,0.00036745,0.08312003,0.07139878,0.06808162,0.48521604,0.00000000
